15-November-2007	16:26:29.250	BRL	1	Surgeon logged in.
15-November-2007	16:26:58.718	BRL	3	Pedal down
15-November-2007	16:26:59.781	BRL	4	Pedal up
15-November-2007	16:27:03.062	BRL	3	Pedal down
15-November-2007	16:27:05.421	BRL	4	Pedal up
15-November-2007	16:27:16.281	BRL	3	Pedal down
15-November-2007	16:27:18.218	BRL	4	Pedal up
15-November-2007	16:27:19.640	BRL	3	Pedal down
15-November-2007	16:27:22.312	BRL	4	Pedal up
15-November-2007	16:27:23.250	BRL	3	Pedal down
15-November-2007	16:27:25.359	BRL	4	Pedal up
15-November-2007	16:27:26.437	BRL	3	Pedal down
15-November-2007	16:27:28.718	BRL	4	Pedal up
15-November-2007	16:27:29.781	BRL	3	Pedal down
15-November-2007	16:27:32.312	BRL	4	Pedal up
15-November-2007	16:27:48.078	BRL	2	Surgeon logged out
15-November-2007	16:29:06.203	Blake	1	Surgeon logged in.
15-November-2007	16:29:08.703	Blake	2	Surgeon logged out
15-November-2007	16:31:14.281	Mitch	1	Surgeon logged in.
15-November-2007	16:31:29.343	Mitch	3	Pedal down
15-November-2007	16:31:30.062	Mitch	4	Pedal up
15-November-2007	16:31:30.718	Mitch	3	Pedal down
15-November-2007	16:31:31.656	Mitch	4	Pedal up
15-November-2007	16:31:42.843	Mitch	3	Pedal down
15-November-2007	16:31:46.765	Mitch	4	Pedal up
15-November-2007	16:31:57.562	Mitch	3	Pedal down
15-November-2007	16:32:05.265	Mitch	4	Pedal up
15-November-2007	16:32:06.125	Mitch	3	Pedal down
15-November-2007	16:32:07.812	Mitch	4	Pedal up
15-November-2007	16:32:08.859	Mitch	3	Pedal down
15-November-2007	16:32:12.437	Mitch	4	Pedal up
15-November-2007	16:32:13.671	Mitch	3	Pedal down
15-November-2007	16:32:17.125	Mitch	4	Pedal up
15-November-2007	16:32:18.515	Mitch	3	Pedal down
15-November-2007	16:32:24.015	Mitch	4	Pedal up
15-November-2007	16:32:24.937	Mitch	3	Pedal down
15-November-2007	16:32:28.125	Mitch	4	Pedal up
15-November-2007	16:32:33.859	Mitch	2	Surgeon logged out
15-November-2007	17:08:33.203	BRL	1	Surgeon logged in.
15-November-2007	17:08:39.609	BRL	3	Pedal down
15-November-2007	17:08:40.031	BRL	4	Pedal up
15-November-2007	17:08:52.796	BRL	3	Pedal down
15-November-2007	17:08:53.343	BRL	4	Pedal up
15-November-2007	17:09:03.296	BRL	3	Pedal down
15-November-2007	17:09:03.953	BRL	4	Pedal up
15-November-2007	17:09:27.593	BRL	3	Pedal down
15-November-2007	17:09:27.687	BRL	4	Pedal up
15-November-2007	17:09:28.125	BRL	3	Pedal down
15-November-2007	17:09:28.234	BRL	4	Pedal up
15-November-2007	17:11:30.281	BRL	2	Surgeon logged out
15-November-2007	17:11:39.468	BRL	1	Surgeon logged in.
15-November-2007	17:12:04.781	BRL	2	Surgeon logged out
15-November-2007	17:12:22.031	BRL	1	Surgeon logged in.
15-November-2007	17:13:11.281	BRL	2	Surgeon logged out
16-November-2007	08:39:33.234	Subject01	1	Surgeon logged in.
16-November-2007	08:40:00.515	Subject01	3	Pedal down
16-November-2007	08:40:00.765	Subject01	4	Pedal up
16-November-2007	08:40:37.140	Subject01	3	Pedal down
16-November-2007	08:40:37.390	Subject01	4	Pedal up
16-November-2007	08:40:57.156	Subject01	2	Surgeon logged out
16-November-2007	08:41:25.343	Subject01	1	Surgeon logged in.
16-November-2007	08:42:49.421	Subject01	2	Surgeon logged out
16-November-2007	08:43:05.828	Subject01	1	Surgeon logged in.
16-November-2007	08:43:17.515	Subject01	2	Surgeon logged out
16-November-2007	08:43:58.234	Subject01	1	Surgeon logged in.
